GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature
-38.56905,-0.22108,0.37790,0.00486,0.05853,-0.99744,26.930,-3.914,45.273,25.241
-38.37647,-0.28052,-0.16971,-0.00870,0.07251,-0.99666,26.640,-4.386,45.667,25.214
-38.24823,-0.29565,0.15254,0.00226,0.07666,-0.98336,26.653,-4.695,45.169,25.172
-37.83609,-0.11104,0.16220,-0.00538,0.09787,-1.00342,27.068,-5.973,45.409,25.183
-37.49194,-0.24970,0.31561,0.01157,0.11194,-1.00722,26.612,-6.014,45.547,25.242
-37.56008,-0.10231,-0.02221,-0.00283,0.12349,-0.99364,27.192,-6.173,45.051,25.167
-36.82543,-0.20301,0.22425,0.00020,0.14427,-0.98475,26.997,-7.190,45.460,25.143
-36.63442,-0.31532,0.01349,-0.00749,0.13120,-0.97919,26.747,-7.621,45.354,25.278
-35.96171,-0.28474,0.15820,-0.00724,0.16580,-0.98696,27.027,-7.919,45.339,25.252
-35.67709,-0.40640,0.17936,0.01347,0.16895,-0.99044,26.955,-8.248,44.792,25.104
-35.27470,-0.20504,0.10858,-0.00208,0.18069,-0.98797,26.593,-9.108,45.099,25.146
-34.40246,-0.15377,0.21310,-0.00226,0.19884,-0.98943,27.196,-9.368,44.795,25.160
-34.10836,-0.13131,0.07093,-0.00637,0.20995,-0.98498,27.134,-9.999,44.914,25.191
-33.42023,-0.05359,-0.18397,0.00165,0.23154,-0.96094,26.562,-10.670,44.899,25.287
-33.08263,-0.52144,0.15314,0.00399,0.23068,-0.97542,27.120,-10.862,44.375,25.235
-32.30291,0.04032,-0.08064,-0.00856,0.23569,-0.97846,27.119,-11.133,44.471,25.211
-31.31176,-0.35605,0.33066,-0.00029,0.25703,-0.97282,26.749,-12.589,44.290,25.273
-30.95705,-0.37148,0.05858,-0.00248,0.26353,-0.96481,26.871,-12.651,43.742,25.244
-29.72747,-0.18129,-0.13602,0.00186,0.27836,-0.96948,26.819,-12.770,44.442,25.235
-29.03068,-0.24477,0.06852,0.01108,0.29226,-0.95372,26.668,-13.155,44.171,25.165
-28.11324,-0.19475,0.17177,-0.01614,0.28256,-0.94781,26.608,-13.739,43.452,25.156
-27.13141,-0.08359,0.11075,0.00179,0.29799,-0.94993,27.095,-14.453,43.778,25.145
-26.26187,-0.06931,0.12550,-0.00268,0.32402,-0.95388,26.892,-14.820,43.299,25.282
-25.68149,-0.15037,0.07790,-0.00108,0.32012,-0.95215,26.983,-15.142,43.618,25.268
-24.49824,-0.29373,0.22956,-0.00140,0.32972,-0.94973,26.681,-15.328,43.192,25.195
-23.59156,-0.16648,-0.05278,0.00085,0.34701,-0.93238,26.666,-16.113,43.062,25.299
-22.62071,-0.56405,0.25881,-0.01774,0.36118,-0.93158,26.701,-16.143,43.197,25.207
-21.65343,-0.23943,0.09238,0.01220,0.33679,-0.93521,26.452,-16.535,42.735,25.360
-20.76900,-0.24055,0.03724,0.00712,0.35605,-0.93814,27.268,-16.599,42.863,25.353
-19.73496,-0.34189,0.01098,0.00963,0.36185,-0.92078,26.643,-17.537,42.483,25.248
-18.38958,-0.02480,0.18496,0.00547,0.35196,-0.92569,26.810,-17.433,42.408,25.278
-17.30728,0.07469,0.10079,-0.00637,0.39414,-0.92794,26.670,-17.960,42.575,25.264
-16.24378,-0.18653,0.21162,0.00443,0.38874,-0.91364,27.013,-17.808,42.236,25.275
-15.33253,-0.24215,0.02257,0.01706,0.38206,-0.91558,26.969,-17.861,42.266,25.239
-14.13574,-0.62770,0.01536,0.01091,0.38812,-0.91775,27.459,-18.531,42.060,25.223
-13.25198,-0.35024,-0.08430,0.00435,0.39712,-0.93397,27.003,-18.239,42.013,25.283
-11.69696,-0.35716,0.17219,0.00148,0.39649,-0.92334,26.902,-18.081,42.017,25.247
-10.76412,-0.25893,0.09965,-0.00301,0.40161,-0.91388,26.659,-18.507,42.468,25.198
-9.47057,-0.15496,0.21746,-0.00611,0.40559,-0.90732,26.390,-18.406,41.967,25.222
-8.23902,-0.38101,0.40038,-0.00067,0.40959,-0.89664,27.058,-19.135,41.943,25.221
-7.06278,-0.25314,0.17461,0.00876,0.43142,-0.92693,27.381,-18.940,41.789,25.216
-6.07338,-0.04084,-0.03419,0.00521,0.41443,-0.92157,26.905,-19.167,41.508,25.281
-4.30101,-0.14640,0.19471,-0.00587,0.41118,-0.91101,26.817,-19.362,41.657,25.363
-3.25995,-0.36645,-0.05009,-0.01391,0.41279,-0.90249,26.729,-19.597,41.827,25.266
-2.06007,-0.22198,0.12449,-0.01055,0.40708,-0.91312,26.603,-19.671,41.617,25.215
-1.07919,-0.23543,0.18040,-0.00394,0.42898,-0.90388,26.897,-19.585,41.752,25.274
0.06061,28.21458,0.05333,0.00520,-0.01845,-1.00347,26.375,-1.237,45.747,25.260
0.35310,27.85250,0.32541,-0.00089,-0.00269,-1.00617,26.221,-1.551,46.217,25.278
0.36074,27.97689,-0.01400,0.01884,-0.00726,-0.99911,26.039,-1.262,46.286,25.270
0.47070,28.22506,-0.08415,0.01969,-0.00973,-1.00115,25.110,-1.333,46.631,25.278
0.59593,27.95943,0.28195,0.03513,-0.00286,-0.99219,25.291,-1.679,46.305,25.193
0.22100,27.90384,0.40089,0.05177,0.00273,-0.98326,24.755,-1.060,46.970,25.261
0.55236,27.66247,0.14280,0.05569,0.00208,-1.01157,24.324,-1.168,47.177,25.185
0.42031,27.40086,0.12895,0.07144,-0.00664,-1.00930,23.890,-1.750,47.460,25.346
0.40562,27.29410,0.37416,0.08640,0.01822,-1.00392,23.259,-1.079,47.117,25.243
0.36001,27.12635,0.29008,0.09367,0.00557,-0.99567,22.987,-1.010,47.976,25.208
0.41744,26.65919,0.16983,0.10616,-0.00201,-1.00267,22.257,-1.343,48.073,25.236
0.26029,26.49869,0.15399,0.11182,0.01754,-0.97929,22.145,-1.115,48.390,25.308
0.29628,25.88506,0.25944,0.11719,0.00488,-0.98898,21.462,-1.328,48.565,25.237
0.23277,25.68759,0.18965,0.12036,0.01390,-0.98573,20.845,-1.143,48.868,25.410
0.27938,25.36709,-0.07345,0.13781,0.00383,-0.98880,20.531,-1.005,49.106,25.314
0.40434,24.96501,0.26475,0.14101,-0.02023,-1.00359,20.733,-0.867,48.784,25.206
0.30496,24.36408,0.09191,0.16475,-0.00500,-0.99492,19.650,-1.149,48.738,25.279
0.30371,24.36910,0.21870,0.16306,-0.01125,-0.98705,19.662,-1.114,49.219,25.253
0.17484,23.29179,-0.03743,0.17565,0.00640,-0.97673,19.274,-1.143,49.282,25.162
0.37673,23.06801,0.03864,0.16776,-0.00054,-0.97713,19.005,-1.443,49.480,25.244
0.04832,22.79544,0.03295,0.18825,-0.00633,-0.97678,18.737,-1.135,49.691,25.215
0.30245,21.95327,0.28791,0.20085,-0.00384,-0.98122,17.885,-1.527,49.556,25.189
0.05893,21.61014,-0.01935,0.19858,-0.02126,-0.97931,17.514,-1.356,50.027,25.243
0.39487,20.99691,0.20218,0.19993,-0.00009,-0.98036,17.508,-1.344,50.115,25.276
0.26284,20.50008,0.07012,0.20828,-0.00641,-0.98556,17.061,-1.249,49.962,25.292
0.48225,19.78944,-0.16030,0.22420,-0.01567,-0.98257,16.605,-0.816,49.525,25.173
0.24269,19.23879,-0.11482,0.22062,0.00970,-0.96684,16.165,-0.947,50.267,25.205
0.24298,18.38400,-0.03181,0.23715,0.00808,-0.98388,16.166,-1.461,50.323,25.266
0.50207,17.79913,0.16731,0.25274,0.01292,-0.96242,15.879,-1.073,50.841,25.288
0.24832,17.12547,0.19162,0.23455,-0.00462,-0.95566,15.111,-1.073,50.595,25.300
0.23342,16.28271,0.13799,0.24640,0.01239,-0.96642,15.323,-1.449,50.744,25.376
0.34176,15.50439,0.30080,0.25313,-0.01031,-0.97545,14.540,-1.069,50.458,25.209
0.29420,14.99402,0.26352,0.27202,-0.00266,-0.95690,14.377,-0.772,50.896,25.266
0.11177,14.31892,0.05982,0.26224,-0.00657,-0.96851,14.448,-1.093,50.819,25.347
0.16269,13.44417,-0.06925,0.27634,0.00459,-0.96126,14.214,-1.054,50.988,25.184
0.48162,12.87860,0.29856,0.27420,0.01573,-0.95910,14.157,-1.029,51.284,25.174
0.23109,11.89727,0.09415,0.27754,0.01203,-0.96436,13.730,-1.106,50.918,25.139
0.07078,10.97032,0.46016,0.27858,-0.00019,-0.94210,13.465,-1.073,51.100,25.213
0.22132,10.11311,0.12888,0.28209,-0.00395,-0.95556,13.572,-0.610,50.888,25.269
0.20265,9.26475,-0.12804,0.30511,-0.00341,-0.94895,12.838,-1.786,51.533,25.175
0.19494,8.69766,0.14342,0.29287,0.01068,-0.95796,13.147,-1.509,51.499,25.228
0.37681,7.56053,0.00798,0.29489,0.00734,-0.95680,12.853,-1.318,51.505,25.183
0.09851,7.02369,-0.19419,0.31338,-0.00012,-0.95058,12.759,-1.364,51.332,25.359
0.53300,5.84101,0.31598,0.29244,-0.00175,-0.95220,12.876,-1.546,51.490,25.237
0.10423,5.22771,0.06754,0.28769,0.00637,-0.96625,12.373,-1.482,51.046,25.312
0.44524,3.97688,0.09619,0.30588,0.01085,-0.94856,12.082,-1.523,51.433,25.296
0.25989,3.22979,0.20644,0.30898,-0.02104,-0.95399,12.523,-1.571,51.499,25.196
0.38484,2.31396,-0.11227,0.30946,-0.00082,-0.93931,12.472,-1.597,51.375,25.308
0.47729,1.83442,0.42298,0.30277,0.00311,-0.93204,12.545,-1.368,50.920,25.181
0.44841,0.65198,0.10251,0.30423,-0.00688,-0.94617,12.196,-1.092,50.896,25.349
0.52682,-0.05941,-0.17953,0.31614,-0.01147,-0.94762,12.486,-0.932,51.489,25.353
0.37478,-1.22923,0.05083,0.30902,0.00671,-0.95961,12.407,-1.206,51.191,25.214
0.27928,-1.94956,0.10080,0.31446,-0.01289,-0.96301,11.967,-0.923,51.266,25.263
0.43877,-2.78242,0.04991,0.29627,-0.00287,-0.96372,12.247,-1.392,51.365,25.271
0.29541,-3.66850,0.55553,0.29190,0.01941,-0.95960,11.978,-1.440,51.465,25.272
0.25700,-4.73004,0.01606,0.31007,0.01004,-0.95429,12.215,-1.294,50.690,25.259
0.40744,-5.57346,0.05429,0.31269,0.00251,-0.94966,12.593,-1.164,51.577,25.194
0.34532,-6.73033,0.06693,0.31784,-0.01028,-0.96219,12.547,-0.984,51.397,25.236
0.60464,-7.26024,0.30077,0.31236,-0.00786,-0.96602,12.812,-1.153,51.211,25.277
0.33493,-7.87408,-0.32160,0.30730,0.00207,-0.95586,12.561,-0.892,50.884,25.269
0.52063,-9.20550,0.17741,0.29684,0.00341,-0.95942,13.093,-0.940,51.067,25.368
0.17954,-9.89938,0.31039,0.28957,-0.00750,-0.96020,13.481,-1.002,50.874,25.171
0.57384,-10.59164,0.06661,0.28070,-0.01658,-0.96821,13.347,-1.323,51.478,25.311
0.26117,-11.58818,0.32353,0.28136,0.02115,-0.95795,13.114,-1.710,50.839,25.337
0.31293,-12.63365,0.03624,0.27813,0.01096,-0.95641,13.616,-1.124,51.531,25.319
0.23878,-12.95365,0.29979,0.29491,0.00230,-0.96366,13.953,-1.319,50.961,25.226
0.35351,-14.05979,0.25660,0.27822,-0.01321,-0.95637,13.948,-0.847,51.118,25.321
0.43867,-14.76928,-0.18157,0.26821,-0.01018,-0.96214,13.953,-1.005,50.935,25.203
0.20530,-15.30656,0.26277,0.26399,-0.00555,-0.96373,14.517,-1.334,50.389,25.269
0.22717,-16.13173,-0.17207,0.26361,-0.00449,-0.96580,15.211,-0.812,50.836,25.217
0.33678,-16.79423,0.17040,0.25256,0.00656,-0.96261,15.414,-0.994,50.422,25.252
0.34811,-17.48761,0.05624,0.24561,-0.00265,-0.97362,15.498,-0.973,50.959,25.320
0.29115,-18.05207,-0.08457,0.24303,-0.00447,-0.97525,16.187,-1.305,50.493,25.298
0.34619,-19.12230,0.17921,0.23074,-0.00085,-0.97255,16.113,-1.097,49.962,25.280
0.61462,-19.86126,-0.00894,0.22150,-0.01589,-0.98853,16.077,-0.913,50.154,25.223
0.32481,-20.13963,0.20280,0.22066,0.02113,-0.97331,16.754,-1.333,49.930,25.212
0.15650,-20.74850,0.15429,0.20836,-0.00281,-0.96849,16.932,-1.191,50.111,25.295
0.23657,-21.79843,-0.16258,0.20909,-0.00461,-0.98123,16.902,-1.400,49.957,25.273
0.18818,-22.17896,0.41906,0.19692,-0.00087,-0.99075,17.492,-1.269,49.521,25.276
0.17657,-22.67276,0.01027,0.17808,-0.01263,-0.98056,17.794,-1.246,49.649,25.288
0.47187,-23.19158,-0.04283,0.18517,0.00685,-0.98576,18.408,-1.249,49.517,25.304
0.28938,-23.51455,0.19215,0.19287,-0.00577,-0.97525,19.005,-1.506,49.561,25.303
0.25863,-24.46197,0.24185,0.15717,-0.00138,-1.00006,19.340,-1.659,49.131,25.245
0.34896,-24.77937,0.19891,0.16311,-0.00290,-0.98952,18.897,-0.799,49.073,25.306
0.37745,-24.98863,0.23332,0.14565,0.00815,-0.97597,20.036,-1.239,49.220,25.294
0.29375,-25.46384,0.14877,0.14824,-0.00403,-0.98353,20.882,-1.052,48.799,25.302
0.28368,-25.97131,0.01620,0.12241,0.00769,-0.99489,20.339,-1.072,48.739,25.290
0.14882,-26.33655,0.39429,0.11961,0.00365,-0.99124,20.871,-1.569,48.600,25.259
0.30765,-26.35254,-0.11345,0.11491,0.00937,-0.98657,21.567,-1.083,48.453,25.231
0.12835,-26.69310,0.13803,0.12077,-0.00515,-0.98637,22.267,-1.077,48.119,25.228
0.30621,-27.18453,0.13346,0.08856,0.00197,-0.98103,22.266,-1.067,47.448,25.301
0.38932,-27.50827,0.21268,0.08837,0.01447,-0.99526,23.012,-1.236,47.443,25.406
0.37739,-27.56017,0.14272,0.06631,-0.01088,-1.01035,23.674,-1.074,47.437,25.205
0.22536,-27.82897,-0.05507,0.07546,-0.00643,-0.99991,23.751,-1.747,47.514,25.279
0.01762,-28.05215,0.07990,0.05056,0.00279,-0.98863,24.296,-1.553,46.928,25.179
0.38009,-28.29597,0.17132,0.05553,0.00703,-0.99713,24.579,-1.605,47.422,25.388
0.33599,-28.20667,-0.04253,0.03626,0.00021,-1.00394,25.515,-1.122,46.497,25.258
0.38652,-28.60761,0.20233,0.02924,0.00719,-0.99672,25.346,-1.367,46.768,25.300
0.43936,-28.34946,0.11641,0.01097,0.01439,-1.00135,26.263,-1.222,46.463,25.236
0.15257,-28.52229,0.05764,0.01516,0.00275,-1.01232,26.186,-1.550,45.759,25.275
0.25686,-28.31935,0.19276,-0.00680,0.01030,-0.99271,26.849,-1.291,46.185,25.320
0.18875,-28.45614,0.00508,-0.00271,-0.00823,-1.00505,27.072,-1.080,45.190,25.281
0.02740,-28.31100,-0.27285,-0.01831,0.00200,-1.00380,27.924,-0.918,45.468,25.338
0.39911,-28.42579,0.16951,-0.02075,-0.00042,-1.01877,27.649,-0.749,44.738,25.251
0.49168,-28.13688,0.21378,-0.03821,-0.01698,-0.98148,28.390,-0.928,44.719,25.255
0.30994,-28.17152,0.37764,-0.05947,0.00317,-0.98434,28.770,-1.191,44.127,25.364
0.17996,-27.89663,-0.16499,-0.06573,0.00178,-1.00718,29.240,-1.535,44.178,25.223
0.19091,-27.77355,-0.15566,-0.06343,-0.00653,-0.98488,29.575,-1.421,43.915,25.333
-0.01534,-27.70229,0.31865,-0.08637,-0.00976,-1.00968,30.017,-1.514,43.730,25.208
0.27849,-27.40052,0.03867,-0.08944,-0.00771,-1.00328,30.802,-1.094,43.452,25.336
0.41055,-27.15633,0.21694,-0.09889,0.01396,-0.99362,30.891,-0.809,43.280,25.249
0.42175,-27.01477,0.09288,-0.10481,0.00112,-0.99567,31.019,-1.100,42.940,25.251
0.34666,-26.43486,0.20386,-0.11256,0.00380,-0.98849,31.811,-1.086,42.400,25.302
0.24990,-26.25657,0.18133,-0.12397,-0.00541,-0.98775,31.805,-1.085,41.921,25.351
0.42315,-25.73385,0.13267,-0.14399,-0.01335,-0.99048,32.259,-1.118,42.240,25.306
0.20600,-25.31747,0.03852,-0.13894,0.00478,-0.99400,33.066,-1.285,41.715,25.350
0.37806,-25.12173,0.07768,-0.14892,-0.00355,-0.99263,33.280,-1.248,41.872,25.278
0.19686,-24.59371,0.26967,-0.16387,0.00894,-0.98718,33.475,-1.381,41.176,25.287
0.50729,-24.16264,-0.10436,-0.17637,-0.00543,-0.98077,33.478,-1.445,40.825,25.286
0.33689,-23.79774,0.08293,-0.16805,0.00314,-0.98139,33.828,-1.270,40.324,25.316
0.47664,-23.12913,0.07314,-0.19028,-0.00095,-0.96966,34.146,-1.145,40.602,25.283
0.15351,-22.51039,0.35901,-0.19014,-0.00031,-0.98193,34.092,-1.121,39.996,25.243
0.53500,-22.14875,0.14459,-0.20883,0.00269,-0.99128,34.969,-1.171,40.047,25.224
0.28430,-21.55249,0.23807,-0.22011,-0.00314,-0.97461,35.237,-1.584,39.892,25.292
0.49979,-20.89453,0.13534,-0.21183,-0.00351,-0.95927,35.397,-1.115,39.208,25.262
0.32798,-20.32033,-0.01235,-0.22003,-0.00333,-0.95841,35.680,-1.365,39.283,25.377
0.10936,-19.39107,-0.02884,-0.23094,-0.01113,-0.97765,35.631,-1.352,38.811,25.283
0.38810,-18.87846,0.11822,-0.22311,0.00134,-0.96272,36.252,-1.360,38.328,25.151
0.28510,-18.41608,0.12647,-0.22946,-0.01808,-0.96546,36.072,-1.663,39.006,25.329
-0.09599,-17.34833,0.09592,-0.23375,-0.00741,-0.96777,36.702,-1.718,38.264,25.331
0.20649,-16.76041,0.22864,-0.25126,0.00907,-0.96275,37.288,-1.135,38.284,25.285
0.45156,-16.06124,0.19624,-0.25099,-0.00254,-0.96900,36.635,-1.143,37.532,25.254
0.29246,-15.27187,0.21624,-0.25845,-0.00145,-0.96277,37.054,-0.815,38.038,25.263
0.16368,-14.78682,-0.00920,-0.27458,0.00243,-0.96221,37.670,-1.155,37.502,25.278
0.58405,-13.59964,0.01130,-0.26942,-0.00207,-0.96445,37.489,-1.487,37.207,25.341
0.55643,-12.91441,0.15149,-0.26551,-0.00063,-0.96206,37.458,-0.903,37.362,25.246
0.16141,-11.95986,0.16390,-0.28906,-0.00247,-0.95526,38.209,-0.998,37.355,25.331
0.41791,-11.26550,0.05496,-0.28902,-0.01130,-0.95260,37.905,-1.136,36.831,25.278
0.28936,-10.47988,0.37335,-0.29132,-0.00624,-0.94221,38.233,-1.339,36.585,25.338
0.33702,-9.78356,-0.06340,-0.29753,0.00891,-0.95328,38.582,-1.625,36.395,25.311
0.45064,-8.64502,0.16014,-0.30149,-0.00608,-0.96641,38.775,-1.238,36.264,25.353
0.55200,-8.15603,0.05213,-0.29480,-0.01354,-0.95084,38.707,-1.154,36.495,25.297
0.37593,-7.04337,0.14684,-0.28662,0.00686,-0.95617,38.615,-1.369,36.526,25.436
0.31178,-6.34329,0.20289,-0.30107,-0.00133,-0.94828,38.337,-1.418,36.196,25.301
0.37988,-5.43023,0.30962,-0.31212,-0.00544,-0.94417,38.793,-1.153,36.366,25.206
0.57369,-4.61340,-0.06120,-0.29563,0.01438,-0.94020,38.765,-1.026,36.134,25.230
0.73440,-3.91267,0.43987,-0.30690,0.00212,-0.95385,39.224,-0.753,35.994,25.267
0.24525,-2.78023,-0.20397,-0.32055,0.00008,-0.94903,38.790,-1.308,35.478,25.279
0.32673,-1.95153,0.21612,-0.32401,0.01252,-0.96814,39.066,-1.313,36.125,25.327
0.32159,-1.15514,-0.11987,-0.30959,-0.00585,-0.95865,38.673,-1.198,35.757,25.343
0.26873,-0.44357,0.01149,-0.30881,-0.01465,-0.94054,38.898,-1.234,35.889,25.333
0.44829,0.55401,0.02167,-0.29313,-0.01688,-0.95923,38.730,-0.975,35.932,25.316
0.21878,1.60306,-0.01502,-0.31293,-0.00610,-0.95706,38.685,-1.148,35.953,25.260
0.28025,2.50442,0.15196,-0.29623,-0.00210,-0.94892,39.075,-1.450,35.636,25.232
0.41114,3.29333,0.16777,-0.30569,0.00163,-0.94678,38.773,-1.013,36.100,25.232
0.31408,4.43491,0.66833,-0.30570,0.00020,-0.96537,38.855,-1.217,35.858,25.390
0.38153,4.92882,-0.03393,-0.29784,-0.00507,-0.96025,38.349,-1.234,36.212,25.343
0.38604,6.19469,-0.04834,-0.30027,0.00302,-0.96649,38.655,-1.474,36.193,25.261
0.44792,7.04939,0.09695,-0.30481,-0.00973,-0.95090,38.394,-0.968,36.636,25.390
0.62304,7.68492,0.19907,-0.30342,-0.01064,-0.94892,38.180,-0.952,36.101,25.293
0.61034,8.55554,0.20649,-0.29653,0.00685,-0.95780,38.206,-1.447,36.033,25.241
0.45060,9.34499,-0.01340,-0.28503,0.00145,-0.95308,38.081,-1.316,36.628,25.291
0.50089,10.30448,0.35463,-0.28552,-0.00513,-0.95727,38.792,-0.929,36.630,25.340
0.31925,10.96093,0.29967,-0.28093,0.00748,-0.94474,37.957,-1.122,37.043,25.345
0.29391,11.82634,0.41869,-0.28491,0.00372,-0.95591,37.582,-1.038,36.617,25.316
0.53521,12.54181,-0.09792,-0.27647,-0.00016,-0.96011,37.847,-1.129,36.743,25.360
0.02493,13.34798,0.25088,-0.27795,-0.01161,-0.96836,37.508,-0.699,36.901,25.327
0.31992,14.05041,-0.07728,-0.27663,0.00275,-0.95826,37.787,-1.439,36.919,25.336
0.42899,15.10789,-0.15405,-0.25018,0.00105,-0.94888,37.225,-0.852,37.488,25.415
0.27299,15.44507,0.16574,-0.24779,0.01014,-0.96692,37.186,-1.203,38.161,25.360
0.27450,16.54511,0.12690,-0.24193,-0.00303,-0.96714,36.742,-1.591,37.721,25.364
0.44300,16.99084,0.20387,-0.24543,0.00618,-0.97289,36.670,-1.488,38.518,25.335
0.36777,18.16949,0.30685,-0.22827,0.00266,-0.97495,36.565,-1.187,38.361,25.368
0.30335,18.51633,0.14924,-0.24547,0.00429,-0.96617,36.233,-1.135,38.588,25.278
0.25625,18.86548,0.21093,-0.23762,-0.00357,-0.99057,35.811,-1.064,38.918,25.311
0.38594,19.51943,0.26105,-0.22367,0.00025,-0.97193,35.062,-0.844,39.044,25.338
0.29837,20.29865,0.32786,-0.22303,0.00235,-0.98121,35.594,-0.975,39.542,25.338
0.26005,20.95193,0.17988,-0.19663,0.00376,-0.98002,35.247,-0.971,39.731,25.356
0.28979,21.70197,0.07641,-0.19816,0.00461,-0.99065,34.850,-1.132,39.905,25.353
0.00154,21.87170,0.27917,-0.18544,0.01557,-0.98245,34.924,-0.643,39.546,25.229
0.27528,22.44135,0.35728,-0.18574,-0.00560,-0.97311,34.489,-1.346,40.546,25.266
0.24531,23.34191,0.00327,-0.17967,-0.00369,-0.98895,33.382,-1.590,40.674,25.381
0.45275,23.57493,0.11085,-0.18096,-0.00205,-0.98779,33.554,-1.051,40.999,25.340
0.68043,24.19713,-0.16564,-0.17041,-0.00048,-0.99437,33.313,-0.846,41.188,25.253
0.56463,24.52653,0.12214,-0.14907,0.00411,-0.99446,33.058,-0.889,41.745,25.273
0.35239,25.20134,0.09090,-0.15289,-0.00518,-0.98507,32.675,-1.190,41.773,25.300
0.42526,25.56241,0.19387,-0.12916,0.00899,-0.98522,32.635,-1.706,41.989,25.334
0.32972,25.60091,0.11009,-0.13035,0.00270,-0.98681,31.934,-0.934,42.122,25.285
0.36197,26.00873,0.27894,-0.11678,0.00426,-0.98581,31.222,-1.214,42.557,25.223
0.35811,26.35389,-0.08631,-0.09558,0.00100,-1.01236,31.139,-1.281,42.773,25.277
0.18936,26.70783,-0.01490,-0.08921,0.00390,-0.99340,30.737,-1.172,43.089,25.323
0.10886,26.93060,-0.21153,-0.08656,0.01976,-1.00394,30.292,-0.993,43.136,25.265
0.31453,27.18893,0.26028,-0.08178,-0.00482,-0.99906,29.927,-1.125,43.960,25.275
0.17660,27.36291,0.04269,-0.07992,-0.01066,-1.01250,29.690,-1.386,44.335,25.337
0.19674,27.38834,0.06000,-0.06973,-0.00063,-0.98947,29.224,-1.374,43.662,25.244
0.36285,27.68640,0.15834,-0.06053,0.00698,-1.00281,28.436,-1.477,44.260,25.314
0.10018,27.96276,0.12770,-0.03258,0.01149,-1.00159,28.326,-1.056,44.249,25.372
0.34094,27.86477,-0.04032,-0.04002,-0.00248,-0.99588,28.064,-1.777,44.771,25.344
0.62526,27.97605,0.18708,-0.01969,-0.00323,-1.00902,27.420,-1.535,45.316,25.362
0.32163,27.94486,0.28141,0.00786,-0.01398,-0.99547,27.260,-1.120,45.626,25.397
0.33100,28.37727,-0.04697,0.00609,-0.01143,-1.01135,26.905,-1.020,45.557,25.348
0.24105,28.20704,-0.09206,0.01152,0.00229,-0.99827,26.372,-1.230,45.302,25.247
0.49961,28.10277,0.33368,0.02022,0.01350,-1.00092,26.199,-1.317,46.048,25.366
0.13306,28.15760,0.40638,0.02951,0.01103,-1.00385,25.447,-1.141,46.283,25.356
0.48398,27.92896,0.05306,0.02718,0.00333,-1.00206,24.672,-1.501,46.580,25.398
0.40715,27.57427,-0.03192,0.04118,-0.00816,-0.99751,24.921,-0.523,47.318,25.298
0.49099,27.56830,0.39114,0.06295,-0.00396,-0.99055,24.011,-1.357,47.019,25.309
0.03770,27.52538,0.53054,0.05856,0.01082,-1.01123,23.756,-1.408,47.359,25.349
0.15616,27.14149,0.24056,0.07062,0.00992,-0.98667,23.226,-0.845,47.034,25.292
0.43031,27.07361,0.29525,0.09537,0.00032,-0.99065,22.921,-1.567,47.949,25.352
0.33108,26.58388,0.42205,0.08947,0.00058,-1.00091,22.472,-0.916,48.023,25.309
0.47202,26.52251,0.11995,0.10278,-0.00580,-1.00949,22.447,-1.377,47.822,25.282
0.17925,26.23530,0.11708,0.10758,-0.00645,-1.00133,21.918,-1.557,48.317,25.349
0.40523,25.76283,0.10913,0.10565,-0.00013,-0.99620,20.887,-0.838,48.790,25.307
0.40361,25.36395,-0.15347,0.12992,0.00697,-0.99195,20.552,-0.917,48.736,25.268
0.26462,24.90925,-0.01758,0.14822,-0.00434,-0.98875,20.837,-1.367,48.539,25.326
0.28231,24.50685,-0.00676,0.13838,-0.00315,-0.99891,19.710,-0.490,49.581,25.445
0.30384,23.95214,0.21320,0.15101,-0.00221,-0.99470,19.809,-1.227,49.211,25.296
0.32025,23.38088,0.11489,0.16504,0.00333,-0.98963,18.943,-1.180,49.643,25.320
0.61734,22.78989,0.00003,0.17351,-0.01066,-1.00635,18.817,-1.449,49.219,25.321
0.31733,22.56115,0.22291,0.17732,0.00909,-0.97321,18.029,-1.419,49.786,25.264
0.26348,22.14476,0.28026,0.20075,-0.00114,-0.97719,18.134,-0.793,49.682,25.322
0.32044,21.37157,-0.06511,0.17740,0.01176,-0.96433,17.257,-0.988,49.909,25.319
0.44315,20.97363,0.52768,0.21352,-0.00630,-0.98718,17.676,-1.266,49.873,25.337
0.35998,20.56454,-0.01168,0.19500,-0.00445,-0.98332,16.824,-1.616,49.803,25.257
0.49369,19.60977,0.09556,0.23182,-0.00272,-0.97243,16.897,-1.056,49.999,25.278
0.54364,19.16333,0.02231,0.22420,-0.00041,-0.98811,16.438,-0.939,50.082,25.288
0.28814,18.44837,0.43254,0.24028,0.00143,-0.97727,16.018,-1.246,50.051,25.309
0.41617,17.64213,-0.06746,0.23845,-0.00319,-0.98462,15.989,-0.906,50.953,25.308
0.43559,17.29341,0.21131,0.25490,0.00128,-0.97324,15.512,-1.077,50.686,25.386
0.37383,16.36706,0.30677,0.25024,-0.00657,-0.96029,14.576,-0.920,50.807,25.332
0.52132,15.61233,0.17504,0.24543,-0.00987,-0.96287,14.733,-1.486,50.903,25.328
0.25000,14.90567,0.35566,0.27078,0.00042,-0.95988,14.429,-0.750,51.068,25.315
0.37996,14.31108,0.27473,0.27519,0.00548,-0.96090,13.926,-0.834,50.722,25.345
